,number_of_vehicles_involved,number_of_casualties,accident_severity,time_hours,day_of_week_encoded,driving_experience_encoded,educational_level_encoded,age_band_of_casualty_encoded,service_year_of_vehicle_encoded,age_band_of_driver_encoded,casualty_severity_encoded,cause_of_accident_encoded,type_of_vehicle_encoded,area_accident_occured_encoded,vehicle_movement_encoded,road_allignment_encoded,type_of_collision_encoded,pedestrian_movement_encoded,weather_conditions_encoded,types_of_junction_encoded,lanes_or_medians_encoded,road_surface_type_encoded,owner_of_vehicle_encoded,road_surface_conditions_encoded,casualty_class_encoded,light_conditions_encoded,sex_of_casualty_encoded,sex_of_driver_encoded
10051,3,5,Serious Injury,20,0,2,4,5,1,2,3,1,0,7,2,5,1,5,2,0,2,0,3,0,3,0,2,1
10052,3,5,Serious Injury,20,0,1,4,1,1,2,2,0,0,9,2,5,8,5,2,0,1,0,3,0,0,0,1,1
10053,3,5,Serious Injury,20,0,1,4,5,1,0,3,12,5,12,2,6,8,5,2,0,4,0,3,0,3,0,2,0
10054,2,2,Slight Injury,19,0,1,4,1,1,0,2,10,0,9,2,6,1,6,2,7,4,0,3,0,2,0,0,1
10055,2,2,Slight Injury,19,0,1,4,0,1,0,2,12,0,6,2,5,1,5,2,7,2,0,3,0,0,0,1,1
10056,1,1,Serious Injury,23,2,3,4,5,5,2,3,5,9,2,2,5,1,5,2,0,1,0,3,0,3,0,2,1
10057,1,1,Slight Injury,18,4,3,4,0,5,1,2,1,15,7,1,5,8,0,2,1,4,0,3,0,2,0,0,1
10058,2,1,Slight Injury,13,1,2,1,3,1,2,1,10,0,7,3,5,2,5,2,7,1,0,3,0,1,3,0,1
10059,2,1,Slight Injury,13,1,3,4,0,2,0,2,10,9,7,4,5,8,5,2,7,2,0,3,0,0,3,1,1
10060,2,1,Slight Injury,8,3,1,1,5,5,1,3,0,14,7,2,5,8,5,2,1,2,0,3,3,3,3,2,1
10061,2,1,Slight Injury,8,3,2,4,4,5,4,2,1,14,6,2,5,2,5,2,1,4,0,3,3,0,3,0,0
10062,2,1,Slight Injury,8,1,4,4,5,5,3,3,1,0,6,2,5,8,5,2,7,3,0,3,0,3,3,2,1
10063,2,1,Slight Injury,8,1,2,4,0,5,0,1,5,5,9,2,5,8,5,2,7,4,0,3,0,0,3,1,1
10064,2,1,Slight Injury,13,2,3,2,5,5,0,3,9,0,6,2,5,8,5,2,7,1,0,3,0,3,3,2,1
10065,2,1,Slight Injury,13,2,2,4,3,5,1,2,0,9,9,2,5,8,5,2,7,2,0,3,0,2,3,0,1
10066,2,1,Slight Injury,16,2,0,1,2,5,0,1,11,0,6,2,5,1,5,2,1,4,0,3,0,2,3,1,1
10067,2,1,Slight Injury,16,2,6,4,5,5,3,3,10,0,7,2,5,6,5,2,1,2,0,3,0,3,3,2,1
10068,1,1,Slight Injury,10,6,0,0,0,5,2,2,10,5,6,2,5,8,5,4,1,1,0,3,3,0,3,1,1
10069,3,1,Slight Injury,12,1,3,4,5,5,0,3,0,0,12,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10070,3,1,Slight Injury,12,1,0,4,0,5,0,2,1,6,9,2,5,8,5,2,7,1,0,3,0,0,3,1,0
10071,3,1,Slight Injury,12,1,2,4,5,5,0,3,3,17,6,2,5,2,5,2,7,4,0,3,0,3,3,2,1
10072,2,3,Slight Injury,15,3,1,4,0,5,1,2,10,0,9,3,5,8,5,2,1,4,0,3,0,0,3,0,1
10073,2,3,Slight Injury,15,3,6,5,5,3,2,3,0,0,6,2,5,6,5,2,1,4,0,3,0,3,3,2,1
10074,2,3,Slight Injury,15,3,1,4,0,3,2,2,9,0,9,3,5,2,5,2,1,1,0,3,0,0,3,0,1
10075,1,1,Serious Injury,14,3,1,4,0,5,1,2,10,11,7,3,5,8,5,2,1,6,0,3,0,0,3,0,1
10076,2,1,Slight Injury,17,5,3,4,5,5,2,3,11,17,7,2,5,8,5,2,3,2,0,2,0,3,3,2,1
10077,2,1,Slight Injury,17,5,0,4,0,2,3,2,0,0,6,2,5,8,5,2,3,2,0,3,0,0,3,1,1
10078,2,1,Slight Injury,10,5,0,0,2,3,1,2,10,0,6,2,5,8,5,2,0,2,0,3,0,0,3,0,1
10079,2,1,Slight Injury,10,5,5,0,5,1,2,3,3,7,9,2,5,8,5,2,0,2,0,3,0,3,3,2,1
10080,3,2,Slight Injury,14,1,0,4,5,5,1,3,12,14,7,2,5,8,5,2,0,2,0,3,0,3,3,2,1
10081,3,2,Slight Injury,14,1,2,4,4,5,2,2,1,5,7,2,5,1,5,2,0,4,0,0,0,0,3,0,1
10082,3,2,Slight Injury,14,1,3,4,5,5,4,3,9,15,6,11,5,8,5,2,0,2,0,3,0,3,3,2,0
10083,2,3,Slight Injury,13,2,3,4,2,5,0,2,12,7,6,4,5,8,5,2,7,2,0,3,3,0,3,1,1
10084,2,3,Slight Injury,13,2,2,4,5,5,0,3,11,9,2,2,5,2,5,2,7,4,0,3,3,3,3,2,1
10085,2,3,Slight Injury,13,2,1,1,5,5,4,3,0,0,7,11,5,8,5,2,7,1,0,0,3,3,3,2,0
10086,2,1,Slight Injury,8,6,1,4,1,5,4,2,0,0,6,5,5,8,5,2,1,4,0,3,0,0,3,1,0
10087,2,1,Slight Injury,8,6,4,4,5,0,0,3,5,10,6,7,5,8,5,2,1,2,0,3,0,3,3,2,1
10088,4,1,Slight Injury,12,3,1,4,1,4,0,2,9,5,9,2,5,2,5,2,7,2,0,3,0,0,3,1,1
10089,4,1,Slight Injury,12,3,1,4,1,5,0,2,1,5,7,4,5,8,5,2,7,4,0,4,0,0,3,1,1
10090,4,1,Slight Injury,12,3,2,1,1,2,4,2,1,4,9,3,5,8,5,2,7,2,0,3,0,0,3,0,0
10091,4,1,Slight Injury,12,3,3,4,5,5,4,3,10,6,6,2,5,8,5,2,7,2,0,0,0,3,3,2,0
10092,2,1,Serious Injury,20,3,6,5,3,2,0,2,9,5,6,4,5,8,5,2,7,4,0,3,0,0,3,1,1
10093,2,1,Serious Injury,20,3,1,4,5,3,1,3,10,14,7,3,5,8,5,2,7,4,0,3,0,3,3,2,1
10094,1,1,Slight Injury,18,4,2,4,5,0,1,3,3,0,7,2,3,8,5,2,7,6,0,3,0,3,3,2,1
10095,4,2,Slight Injury,20,4,1,0,1,1,1,2,11,7,6,2,3,8,5,2,0,1,0,3,0,1,3,0,1
10096,4,2,Slight Injury,20,4,6,5,1,5,0,2,12,7,9,3,5,2,5,2,0,2,0,3,0,0,3,1,1
10097,4,2,Slight Injury,20,4,0,5,5,5,1,3,9,15,7,2,5,8,5,2,0,2,0,3,0,3,3,2,1
10098,4,2,Slight Injury,20,4,1,4,0,1,1,1,1,0,9,1,5,8,5,2,0,4,0,1,0,0,3,1,1
10099,3,1,Slight Injury,10,6,3,4,5,5,1,3,10,3,2,2,5,8,5,4,1,2,0,3,3,3,3,2,1
10100,3,1,Slight Injury,10,6,4,4,5,5,1,3,3,3,9,2,5,8,5,4,1,2,0,0,3,3,3,2,1
10101,3,1,Slight Injury,10,6,1,4,0,5,1,2,0,5,6,3,5,8,5,4,1,1,0,3,3,0,3,1,1
10102,2,2,Slight Injury,20,6,4,4,0,4,0,2,9,5,9,2,5,8,5,2,0,2,0,0,0,0,3,1,1
10103,2,2,Slight Injury,20,6,2,2,1,5,0,2,10,4,7,2,5,8,5,2,0,1,0,3,0,2,3,1,1
10104,2,2,Slight Injury,20,6,0,0,5,5,0,3,1,0,4,2,5,2,5,2,0,2,0,3,0,3,3,2,1
10105,2,2,Slight Injury,11,0,4,4,1,5,2,1,12,15,2,2,5,6,5,2,7,2,0,3,0,0,3,1,1
10106,2,2,Slight Injury,11,0,6,5,0,1,1,2,7,7,9,2,3,8,5,2,7,4,0,3,0,0,3,1,1
10107,2,2,Slight Injury,11,0,4,2,5,5,1,3,10,0,13,3,5,8,5,2,7,2,0,4,0,3,3,2,1
10108,2,1,Fatal injury,16,4,4,2,0,5,1,2,10,0,13,2,5,8,5,2,7,2,0,4,0,0,3,0,1
10109,2,1,Fatal injury,16,4,6,5,5,0,0,3,0,0,6,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10110,2,1,Slight Injury,13,1,1,2,5,3,1,3,12,0,5,3,7,8,5,2,7,2,0,3,0,3,3,2,1
10111,2,1,Slight Injury,13,1,3,4,1,3,0,2,3,11,2,3,3,8,5,2,7,2,0,3,0,0,3,1,1
10112,2,1,Serious Injury,19,0,3,4,1,5,1,2,1,4,6,2,7,8,5,2,3,6,0,3,0,1,3,1,1
10113,2,1,Serious Injury,19,0,2,4,2,3,1,2,10,5,2,2,3,8,5,2,3,2,0,3,0,1,3,0,1
10114,2,3,Slight Injury,23,2,0,4,4,5,3,2,1,5,6,2,7,2,5,2,7,6,0,4,0,0,0,1,1
10115,2,3,Slight Injury,23,2,4,5,5,5,3,3,10,14,6,2,5,8,5,2,7,4,0,0,0,3,0,2,1
10116,2,3,Slight Injury,23,2,4,4,1,0,3,2,5,7,12,2,5,8,6,2,7,2,0,3,0,2,0,1,1
10117,1,1,Serious Injury,9,6,1,2,0,4,0,2,0,0,9,2,5,8,2,4,1,2,0,3,3,2,3,0,1
10118,2,1,Serious Injury,15,4,0,4,5,5,1,3,7,8,6,2,7,8,5,2,7,6,0,3,0,3,3,2,1
10119,2,1,Serious Injury,15,4,2,4,0,5,1,2,14,6,11,2,5,1,5,2,7,6,0,3,0,0,3,1,1
10120,1,1,Serious Injury,20,2,1,1,5,5,3,3,3,0,7,2,5,1,5,2,1,2,0,3,0,3,3,2,1
10121,2,2,Slight Injury,21,6,2,1,0,5,1,2,16,8,9,2,5,8,5,2,0,4,0,3,0,0,0,1,1
10122,2,2,Slight Injury,21,6,3,4,0,5,0,2,10,6,6,4,5,8,5,2,0,4,0,3,0,2,0,0,1
10123,1,2,Serious Injury,21,2,2,4,0,5,3,2,17,14,6,2,5,8,5,2,7,4,0,3,0,0,3,1,1
10124,1,2,Serious Injury,21,2,2,2,5,5,3,3,3,5,9,7,5,6,5,2,7,4,0,3,0,3,3,2,1
10125,2,2,Serious Injury,5,5,2,4,0,5,3,2,11,15,6,2,5,8,5,4,1,4,0,3,3,0,3,1,1
10126,2,2,Serious Injury,5,5,3,4,5,5,3,3,10,0,6,7,5,8,5,4,1,4,0,3,3,3,3,2,1
10127,2,2,Serious Injury,5,5,0,4,5,5,0,3,12,3,6,2,5,1,5,4,1,5,0,3,3,3,3,2,1
10128,2,2,Fatal injury,9,1,1,4,1,5,1,2,7,0,6,7,5,8,5,2,1,2,0,3,0,0,3,1,1
10129,2,2,Fatal injury,9,1,0,4,5,5,1,3,11,9,7,11,5,8,5,2,1,4,0,3,0,3,3,2,1
10130,2,1,Slight Injury,18,6,6,5,3,5,4,2,1,4,7,2,5,8,5,2,7,2,0,3,0,0,3,1,0
10131,2,1,Slight Injury,18,6,2,1,0,1,3,2,9,8,7,7,5,1,5,2,7,2,0,3,0,0,3,1,1
10132,2,2,Slight Injury,16,6,2,4,5,1,2,3,0,5,9,4,5,8,5,2,7,1,0,3,0,3,3,2,1
10133,2,2,Slight Injury,16,6,3,4,1,1,0,2,10,7,12,2,6,1,5,2,7,4,0,3,0,0,3,1,1
10134,2,1,Serious Injury,13,5,1,4,5,1,1,3,3,0,9,2,6,8,5,2,7,4,0,3,0,3,3,2,1
10135,2,1,Serious Injury,13,5,3,4,1,1,2,2,5,3,6,2,5,8,5,2,7,2,0,3,0,0,3,1,1
10136,2,1,Slight Injury,20,0,1,4,5,5,4,3,3,4,2,3,5,8,5,2,7,1,0,3,0,3,3,2,0
10137,2,1,Slight Injury,20,0,2,1,1,5,3,2,3,3,7,2,5,8,5,2,7,4,0,3,0,0,3,1,1
10138,1,1,Slight Injury,19,0,2,1,3,1,2,2,1,0,7,2,5,8,5,2,1,1,0,3,0,0,3,0,1
10139,1,1,Serious Injury,12,2,2,4,0,2,4,2,10,15,7,2,5,2,5,2,1,2,0,3,0,0,3,1,0
10140,2,3,Slight Injury,18,6,2,4,4,5,1,2,3,15,7,2,5,8,5,2,1,2,0,3,0,1,3,0,1
10141,2,3,Slight Injury,18,6,3,1,0,5,1,2,11,3,6,4,5,8,5,2,1,4,0,3,0,0,3,1,1
10142,2,3,Slight Injury,18,6,4,4,5,5,1,3,10,4,6,11,5,2,5,2,1,3,0,3,0,3,3,2,1
10143,2,3,Slight Injury,18,6,2,4,0,5,0,2,9,4,9,2,5,8,5,2,1,4,0,3,0,0,3,0,1
10144,2,1,Slight Injury,7,6,0,1,5,5,0,3,9,3,6,9,5,8,5,2,1,1,0,3,0,3,3,2,1
10145,2,1,Slight Injury,7,6,3,4,5,5,0,3,12,16,9,2,5,8,5,2,1,2,0,3,0,3,3,2,1
10146,2,1,Slight Injury,10,4,1,1,2,5,3,2,10,3,6,3,5,8,5,2,3,4,0,3,0,0,3,1,1
10147,2,1,Slight Injury,10,4,2,4,1,5,2,2,9,3,7,3,5,1,5,2,3,2,0,3,0,0,3,1,1
10148,1,1,Serious Injury,23,2,4,4,5,5,2,3,1,10,6,2,5,1,5,2,1,1,0,3,0,3,2,2,1
10149,1,2,Serious Injury,0,3,2,4,0,5,0,2,9,0,12,4,5,8,5,2,1,4,0,3,0,0,0,1,1
10150,1,2,Serious Injury,0,3,3,2,5,5,0,3,1,0,9,2,5,8,5,2,1,1,5,3,0,3,0,2,1
10151,1,2,Slight Injury,10,1,2,4,4,5,0,1,3,8,6,2,5,2,0,2,7,4,0,3,0,2,3,0,1
10152,1,2,Slight Injury,10,1,0,1,5,5,0,3,1,17,9,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10153,2,3,Slight Injury,13,2,6,4,1,5,0,2,10,14,6,2,5,8,5,4,1,4,0,3,3,0,3,1,1
10154,2,3,Slight Injury,13,2,0,0,5,1,2,3,9,17,6,2,5,8,5,4,1,2,0,3,3,3,3,2,1
10155,2,3,Slight Injury,13,2,3,4,1,5,2,1,3,0,9,2,5,8,5,4,1,4,0,3,3,0,3,1,1
10156,4,1,Slight Injury,17,1,0,4,2,5,0,2,10,0,7,2,5,2,5,2,7,2,0,3,0,2,3,0,1
10157,4,1,Slight Injury,17,1,2,4,5,3,1,3,12,3,4,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10158,4,1,Slight Injury,17,1,1,4,0,5,1,2,1,10,6,4,5,8,5,2,7,2,0,3,0,0,3,1,1
10159,4,1,Slight Injury,17,1,6,5,5,5,1,3,9,10,1,2,5,2,5,2,7,2,0,1,0,3,3,2,1
10160,3,4,Slight Injury,17,0,1,4,0,0,1,2,5,4,9,5,5,8,5,2,1,2,0,3,0,0,3,1,1
10161,3,4,Slight Injury,17,0,1,4,5,3,3,3,1,4,9,2,5,2,5,2,1,4,0,3,0,3,3,2,1
10162,3,4,Slight Injury,17,0,3,4,2,2,1,2,12,8,2,2,3,8,5,2,1,4,0,3,0,0,3,0,1
10163,3,4,Slight Injury,17,0,0,4,3,2,1,1,0,0,9,2,5,8,5,2,1,4,0,3,0,0,3,1,1
10164,3,4,Slight Injury,17,0,0,0,0,5,1,2,3,0,13,10,5,8,5,2,1,6,0,3,0,0,3,1,1
10165,3,2,Slight Injury,11,3,5,0,5,2,0,3,11,0,7,2,5,8,5,4,1,4,0,3,3,3,3,2,1
10166,3,2,Slight Injury,11,3,0,4,0,5,0,1,11,3,7,2,5,8,5,4,1,3,0,3,3,2,3,0,1
10167,3,2,Slight Injury,11,3,2,4,3,5,1,2,1,3,2,2,5,8,5,4,1,3,0,3,3,2,3,1,1
10168,1,2,Serious Injury,3,2,3,4,1,5,0,2,6,0,7,2,5,8,5,2,1,3,0,0,0,0,0,1,1
10169,1,2,Serious Injury,3,2,3,4,5,5,0,3,0,14,2,9,5,8,5,2,1,3,0,3,0,3,0,2,1
10170,2,1,Slight Injury,17,5,2,4,0,5,1,2,0,17,2,2,5,1,5,2,0,2,0,3,0,0,3,0,1
10171,2,1,Slight Injury,17,5,1,1,5,3,3,3,4,7,7,2,5,2,5,2,0,4,0,3,0,3,3,2,1
10172,2,1,Slight Injury,17,0,1,4,5,2,1,3,0,13,7,3,5,8,5,2,1,4,0,0,0,3,3,2,1
10173,2,1,Slight Injury,17,0,4,4,0,2,3,2,5,5,12,2,5,8,5,2,1,6,0,3,0,0,3,1,1
10174,2,1,Slight Injury,17,5,1,4,5,3,1,3,11,8,9,3,5,2,5,2,5,4,0,3,0,3,3,2,1
10175,2,1,Slight Injury,17,5,1,4,1,0,1,2,0,4,7,2,5,8,5,2,5,2,0,4,0,0,3,0,1
10176,1,1,Slight Injury,18,3,2,1,1,3,1,2,9,5,6,2,5,8,0,2,7,4,0,3,0,2,3,0,1
10177,2,1,Serious Injury,23,6,3,4,5,3,1,3,10,6,9,2,5,1,5,2,0,4,0,3,0,3,0,2,1
10178,2,1,Serious Injury,23,6,6,5,0,3,1,2,1,0,7,2,3,8,5,2,0,1,0,3,0,0,0,1,1
10179,2,2,Slight Injury,14,6,1,4,5,3,3,3,12,0,9,10,5,1,5,2,3,2,3,3,0,3,3,2,1
10180,2,2,Slight Injury,14,6,2,4,0,2,3,2,9,0,9,2,5,8,5,2,3,4,0,3,0,0,3,1,1
10181,2,2,Slight Injury,14,6,1,0,0,5,2,2,16,14,9,2,5,8,5,2,3,2,0,3,0,0,3,1,1
10182,3,1,Slight Injury,14,2,6,5,5,0,4,3,0,17,7,2,5,2,5,2,7,6,0,3,0,3,3,2,0
10183,3,1,Slight Injury,14,2,0,5,1,2,0,2,1,11,7,2,5,8,5,2,7,4,0,3,0,0,3,0,1
10184,3,1,Slight Injury,14,2,1,4,3,2,0,2,16,11,7,2,5,8,5,2,7,1,0,3,0,0,3,0,1
10185,2,4,Slight Injury,12,3,3,4,5,0,1,3,14,14,3,2,5,8,5,4,7,4,0,3,3,3,3,2,1
10186,2,4,Slight Injury,12,3,4,4,0,1,0,2,13,0,9,8,5,1,5,4,7,4,0,3,3,0,3,1,1
10187,2,4,Slight Injury,12,3,1,4,1,2,0,2,12,2,9,9,5,2,5,4,7,1,0,3,3,0,3,1,1
10188,2,4,Slight Injury,12,3,4,4,3,2,0,2,1,0,9,1,5,1,5,4,7,4,0,3,3,1,3,1,1
10189,2,4,Slight Injury,12,3,2,2,1,0,0,2,9,5,7,3,5,8,5,4,7,2,1,3,3,1,3,0,1
10190,2,1,Slight Injury,18,0,0,0,1,0,0,2,0,0,6,3,5,8,5,2,1,2,0,3,0,1,3,0,1
10191,2,1,Slight Injury,18,0,4,4,0,1,0,2,11,10,7,2,5,8,5,2,1,6,0,3,0,0,3,1,1
10192,2,1,Slight Injury,11,6,6,5,1,5,0,2,10,13,6,9,5,8,5,2,7,0,0,3,0,0,3,1,1
10193,2,1,Slight Injury,11,6,4,2,5,5,0,3,12,0,9,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10194,2,2,Slight Injury,7,5,4,2,0,5,2,2,10,10,6,2,1,2,5,2,7,0,0,3,0,0,3,1,1
10195,2,2,Slight Injury,7,5,6,5,5,5,0,3,10,17,6,10,5,2,5,2,7,0,0,3,0,3,3,2,1
10196,2,2,Slight Injury,7,5,1,2,5,5,0,3,9,5,7,2,5,8,5,2,7,0,0,1,0,3,3,2,1
10197,2,1,Slight Injury,16,5,3,4,3,5,0,2,1,5,6,2,5,8,5,4,1,2,0,3,3,0,3,1,1
10198,2,1,Slight Injury,16,5,3,4,5,5,1,3,11,9,6,10,5,8,5,4,1,5,0,3,3,3,3,2,1
10199,2,1,Slight Injury,18,1,2,4,0,5,3,2,9,5,6,8,5,8,5,4,7,1,0,0,3,0,3,0,1
10200,2,1,Slight Injury,18,1,0,4,5,5,4,3,7,5,7,2,5,8,5,4,7,4,0,3,3,3,3,2,0
10201,3,1,Serious Injury,18,5,4,5,0,5,0,2,16,9,9,3,5,8,5,2,1,5,0,3,0,0,3,0,1
10202,3,1,Serious Injury,18,5,4,4,4,1,1,2,14,11,9,1,1,8,5,2,1,2,0,3,0,1,3,0,1
10203,3,1,Serious Injury,18,5,1,2,1,2,1,2,1,0,2,2,5,8,5,2,1,2,0,3,0,0,3,1,1
10204,3,2,Slight Injury,15,3,0,4,5,2,0,3,8,8,7,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10205,3,2,Slight Injury,15,3,2,4,5,5,1,3,13,14,9,9,5,8,5,2,7,2,0,3,0,3,3,2,1
10206,3,2,Slight Injury,15,3,1,1,5,1,1,3,0,7,7,3,5,5,5,2,7,4,0,3,0,3,3,2,1
10207,1,1,Slight Injury,10,5,2,1,1,1,0,2,1,17,9,2,5,8,5,2,0,4,0,3,0,0,3,1,1
10208,1,1,Slight Injury,19,1,3,4,5,1,1,3,11,0,9,3,5,2,5,2,0,2,0,3,0,3,3,2,1
10209,2,3,Slight Injury,14,0,2,4,1,2,0,2,15,14,7,2,5,8,5,2,1,2,0,3,3,0,3,1,1
10210,2,3,Slight Injury,14,0,2,2,0,5,1,2,0,8,7,11,5,8,5,2,1,2,0,4,3,0,3,1,1
10211,2,3,Slight Injury,14,0,2,4,5,5,1,3,12,5,7,2,5,8,5,2,1,4,0,3,3,3,3,2,1
10212,1,1,Serious Injury,8,3,3,4,0,5,3,2,1,0,7,11,5,8,5,2,1,0,0,3,3,0,3,1,1
10213,2,1,Slight Injury,22,1,0,4,4,5,4,2,10,17,9,2,5,8,5,0,7,2,0,3,0,2,2,0,0
10214,2,1,Slight Injury,22,1,1,4,4,1,0,2,11,5,1,11,5,8,5,0,7,4,0,3,0,2,2,0,1
10215,2,2,Slight Injury,15,0,0,4,5,5,0,3,10,5,7,2,5,2,5,4,1,6,0,3,3,3,3,2,1
10216,2,2,Slight Injury,15,0,6,5,0,5,2,2,12,5,6,2,5,2,5,4,1,4,0,3,3,0,3,1,1
10217,2,2,Slight Injury,15,0,2,1,1,5,2,2,13,8,7,2,5,8,5,4,1,4,0,4,3,0,3,1,1
10218,2,4,Fatal injury,21,3,2,4,5,5,1,3,3,8,6,2,5,2,5,2,1,4,0,3,0,3,0,2,1
10219,2,4,Fatal injury,21,3,3,4,5,5,1,3,0,0,6,2,5,2,5,2,1,1,0,3,0,3,0,2,1
10220,2,4,Fatal injury,21,3,1,4,0,5,0,2,3,7,6,4,5,8,5,2,1,4,0,3,0,0,0,0,1
10221,2,4,Fatal injury,21,3,3,4,1,5,0,2,0,17,7,4,5,8,5,2,1,4,0,3,0,0,0,0,1
10222,3,1,Slight Injury,16,1,1,4,5,5,0,3,12,0,7,2,5,2,5,2,1,0,0,0,0,3,3,2,1
10223,3,1,Slight Injury,16,1,2,1,5,5,1,3,10,6,6,2,5,8,5,2,1,3,0,3,0,3,3,2,1
10224,3,1,Slight Injury,16,1,2,1,0,5,2,2,1,0,9,1,5,8,5,2,1,6,0,3,0,0,3,1,1
10225,2,1,Slight Injury,15,0,2,4,5,1,1,3,1,0,1,2,5,8,5,2,1,4,0,0,3,3,3,2,1
10226,2,1,Slight Injury,15,0,2,4,0,0,1,2,2,9,7,2,5,8,5,2,1,6,0,3,3,0,3,1,1
10227,1,1,Fatal injury,14,2,3,1,1,3,2,2,10,3,9,2,5,8,5,2,1,6,0,3,0,0,3,1,1
10228,2,2,Slight Injury,19,6,4,4,5,5,1,3,1,17,7,2,5,8,5,2,7,6,0,3,0,3,3,2,1
10229,2,2,Slight Injury,19,6,2,4,1,5,2,2,0,0,7,2,5,1,5,2,7,6,0,3,0,0,3,1,1
10230,1,1,Slight Injury,16,0,0,1,5,2,2,3,7,11,7,1,5,8,5,2,7,1,0,3,3,3,3,2,1
10231,2,1,Slight Injury,17,1,6,5,0,5,0,2,13,8,7,2,5,2,1,2,7,2,0,3,0,2,3,0,1
10232,2,1,Slight Injury,17,1,3,4,0,1,0,2,13,5,7,2,5,8,5,2,7,6,0,3,0,1,3,0,1
10233,2,1,Serious Injury,9,5,1,2,0,5,1,2,10,0,12,4,5,8,5,2,1,4,0,3,0,0,3,0,1
10234,2,1,Serious Injury,9,5,0,4,5,5,2,3,12,10,6,2,5,8,5,2,1,2,0,3,0,3,3,2,1
10235,2,1,Slight Injury,10,4,0,4,5,5,2,3,16,0,6,2,5,8,5,2,1,2,0,3,0,3,3,2,1
10236,2,1,Slight Injury,10,4,1,0,1,2,2,2,11,11,6,2,5,8,5,2,1,2,0,3,0,0,3,1,1
10237,2,1,Fatal injury,21,4,6,5,3,5,0,2,10,9,12,2,5,8,1,2,0,5,0,3,0,2,0,1,1
10238,2,1,Fatal injury,21,4,1,1,5,5,0,3,1,0,12,2,5,8,5,2,0,4,0,0,0,3,0,2,1
10239,3,1,Serious Injury,16,0,0,4,4,5,3,2,3,5,6,7,5,8,5,2,7,2,0,3,0,0,3,1,1
10240,3,1,Serious Injury,16,0,2,5,0,5,0,2,1,0,6,4,5,8,5,2,7,2,0,3,0,0,3,1,1
10241,3,1,Serious Injury,16,0,4,4,5,3,1,3,16,8,12,2,5,2,5,2,7,2,0,0,0,3,3,2,1
10242,3,1,Slight Injury,19,2,1,4,5,0,0,3,13,9,13,2,5,8,5,2,1,2,0,3,0,3,3,2,1
10243,3,1,Slight Injury,19,2,2,4,0,3,0,2,4,0,7,2,5,2,5,2,1,2,0,3,0,0,3,1,1
10244,3,1,Slight Injury,19,2,3,4,2,4,0,1,2,0,7,2,5,8,1,2,1,4,0,3,0,2,3,1,1
10245,2,1,Slight Injury,9,3,1,1,5,3,1,3,19,0,7,2,5,8,5,2,7,2,0,3,0,3,3,2,1
10246,2,1,Slight Injury,9,3,3,1,0,5,0,2,1,14,9,2,5,7,5,2,7,4,0,3,0,0,3,1,1
10247,1,2,Slight Injury,11,6,0,4,4,0,2,2,10,7,7,2,5,1,5,2,7,4,0,0,0,0,3,1,1
10248,1,2,Slight Injury,11,6,2,4,5,0,2,3,13,7,7,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10249,1,1,Slight Injury,8,0,1,4,5,5,1,3,12,7,4,2,5,8,5,2,7,4,0,3,0,3,3,2,1
10250,1,2,Slight Injury,6,0,1,4,1,5,0,2,0,10,1,3,5,8,5,2,1,4,0,3,3,0,3,1,1
10251,1,2,Slight Injury,6,0,1,4,5,3,0,3,11,5,2,3,5,1,5,2,1,2,0,3,3,3,3,2,1
10252,2,1,Serious Injury,9,4,1,4,0,5,0,2,9,9,6,9,5,2,5,2,0,2,0,3,0,0,3,1,1
10253,2,1,Serious Injury,9,4,3,4,0,5,0,2,16,0,7,4,5,7,5,2,0,2,0,3,0,1,3,1,1
10254,2,1,Slight Injury,9,0,3,4,5,5,1,3,0,0,6,4,5,8,5,2,7,4,1,3,0,3,3,2,1
10255,2,1,Slight Injury,9,0,2,1,0,5,1,2,1,14,6,2,5,7,5,2,7,2,0,3,0,0,3,1,1
10256,2,1,Slight Injury,17,1,6,5,5,5,2,3,16,5,7,2,5,7,5,2,1,2,0,3,0,3,3,2,1
10257,2,1,Slight Injury,17,1,1,5,5,3,1,3,14,5,9,4,5,7,5,2,1,4,0,3,0,3,3,2,1
10258,2,1,Slight Injury,16,3,2,1,2,3,1,2,13,5,6,4,7,8,5,2,1,6,0,3,0,0,3,0,1
10259,2,1,Slight Injury,16,3,2,4,1,3,3,2,12,11,9,2,5,8,5,2,1,6,3,3,0,0,3,1,1
10260,2,1,Serious Injury,15,5,3,4,5,5,1,3,1,9,12,7,5,2,5,2,0,2,0,4,0,3,3,2,1
10261,2,1,Serious Injury,15,5,2,4,0,3,3,2,9,7,6,4,2,2,5,2,0,2,0,3,0,0,3,0,1
10262,2,2,Slight Injury,20,2,3,4,0,2,0,2,0,9,7,9,5,8,5,2,7,6,0,3,0,0,0,1,1
10263,2,2,Slight Injury,20,2,4,1,5,3,0,3,11,7,7,2,5,8,5,2,7,4,0,3,0,3,0,2,1
